SYMBOL,DATE,PRICE,SIZE
GOOG,20130419 15:00:00,800.15,830762
GOOG,20130422 9:00:00,796.31,774231
GOOG,20130422 10:00:00,790.47,559269
GOOG,20130422 11:00:00,789.02,441324
GOOG,20130422 12:00:00,795.90,261098
GOOG,20130422 13:00:00,798.06,301120
GOOG,20130422 14:00:00,799.74,224770
GOOG,20130422 15:00:00,801.32,346783
GOOG,20130423 9:00:00,802.51,342993
GOOG,20130423 10:00:00,810.68,609121
GOOG,20130423 11:00:00,813.83,226794
GOOG,20130423 12:00:00,813.77,300291
GOOG,20130423 13:00:00,810.76,325006
GOOG,20130423 14:00:00,809.32,178262
GOOG,20130423 15:00:00,808.76,250983
GOOG,20130424 9:00:00,815.94,426866
GOOG,20130424 10:00:00,814.72,438031
GOOG,20130424 11:00:00,815.14,225198
GOOG,20130424 12:00:00,816.38,237899
GOOG,20130424 13:00:00,815.30,117068
GOOG,20130424 14:00:00,816.38,136730
GOOG,20130424 15:00:00,814.91,196521
GOOG,20130425 9:00:00,814.68,269920
GOOG,20130425 10:00:00,812.03,348740
GOOG,20130425 11:00:00,811.40,148197
GOOG,20130425 12:00:00,811.06,149557
GOOG,20130425 13:00:00,811.90,83766
GOOG,20130425 14:00:00,810.73,94717
GOOG,20130425 15:00:00,809.64,213244
GOOG,20130426 9:00:00,802.94,402400
GOOG,20130426 10:00:00,803.26,492278
GOOG,20130426 11:00:00,800.81,425173
GOOG,20130426 12:00:00,798.18,221682
GOOG,20130426 13:00:00,801.06,283924
GOOG,20130426 14:00:00,801.73,153805
GOOG,20130426 15:00:00,801.72,331112
GOOG,20130429 9:00:00,808.96,338335
GOOG,20130429 10:00:00,816.38,536631
GOOG,20130429 11:00:00,818.49,285934
GOOG,20130429 12:00:00,820.26,212679
GOOG,20130429 13:00:00,820.31,169770
GOOG,20130429 14:00:00,821.68,173615
GOOG,20130429 15:00:00,819.68,418964
GOOG,20130430 9:00:00,821.57,528448
GOOG,20130430 10:00:00,819.66,535095
GOOG,20130430 11:00:00,820.80,123802
GOOG,20130430 12:00:00,824.31,242643
GOOG,20130430 13:00:00,826.04,192460
GOOG,20130430 14:00:00,824.53,195316
GOOG,20130430 15:00:00,823.75,348772
GOOG,20130501 9:00:00,822.90,291210
GOOG,20130501 10:00:00,822.09,409440
GOOG,20130501 11:00:00,822.58,111673
GOOG,20130501 12:00:00,820.94,93286
GOOG,20130501 13:00:00,818.22,170685
GOOG,20130501 14:00:00,819.80,146190
GOOG,20130501 15:00:00,818.28,214020
GOOG,20130502 9:00:00,823.74,302188
GOOG,20130502 10:00:00,829.25,501062
GOOG,20130502 11:00:00,832.85,262097
GOOG,20130502 12:00:00,832.43,155816
GOOG,20130502 13:00:00,833.68,221577
GOOG,20130502 14:00:00,832.78,175249
GOOG,20130502 15:00:00,831.08,329057
GOOG,20130503 9:00:00,840.86,455394
GOOG,20130503 10:00:00,842.74,535402
GOOG,20130503 11:00:00,842.97,301683
GOOG,20130503 12:00:00,842.20,185828
GOOG,20130503 13:00:00,844.07,195742
GOOG,20130503 14:00:00,844.34,178769
GOOG,20130503 15:00:00,845.69,518886
GOOG,20130506 9:00:00,853.88,598864
GOOG,20130506 10:00:00,856.01,373109
GOOG,20130506 11:00:00,854.76,206820
GOOG,20130506 12:00:00,855.58,166189
GOOG,20130506 13:00:00,856.20,159450
GOOG,20130506 14:00:00,858.11,206816
GOOG,20130506 15:00:00,859.91,380775
GOOG,20130507 9:00:00,859.01,498566
GOOG,20130507 10:00:00,854.16,429774
GOOG,20130507 11:00:00,856.78,260465
GOOG,20130507 12:00:00,856.84,104434
GOOG,20130507 13:00:00,859.09,208132
GOOG,20130507 14:00:00,858.67,146219
GOOG,20130507 15:00:00,857.15,255834
GOOG,20130508 9:00:00,859.46,344406
GOOG,20130508 10:00:00,867.72,567904
GOOG,20130508 11:00:00,870.97,318091
GOOG,20130508 12:00:00,869.38,208855
GOOG,20130508 13:00:00,869.00,144859
GOOG,20130508 14:00:00,866.55,326047
GOOG,20130508 15:00:00,871.51,457476
GOOG,20130509 9:00:00,871.27,321480
GOOG,20130509 10:00:00,869.44,422781
GOOG,20130509 11:00:00,872.91,323785
GOOG,20130509 12:00:00,874.29,113849
GOOG,20130509 13:00:00,877.38,270587
GOOG,20130509 14:00:00,875.77,243493
GOOG,20130509 15:00:00,873.12,441142
GOOG,20130510 9:00:00,875.32,321423
GOOG,20130510 10:00:00,877.20,451412
GOOG,20130510 11:00:00,876.63,153482
GOOG,20130510 12:00:00,874.08,157894
GOOG,20130510 13:00:00,876.34,159794
GOOG,20130510 14:00:00,878.46,215936
